From,To,Duration,Energy used
LIS_A,LIS_B,13,10.4
LIS_B,LIS_A,13,10.4
LISEA1,LISEC1,2,0.046
LISEC1,LISEA1,2,0.046
LP_D,LP_E,2,0.8
LP_E,LP_D,2,0.8
MB_B1,MB_B2,1,0.754
MB_B1,MB_B4,1,0.808
MB_B1,MB_B6,1,0.864
MB_B1,MB_B8,1,0.92
MB_B2,MB_B1,1,0.978
MB_B2,MB_B3,1,0.866
MB_B2,MB_B4,1,0.054
MB_B2,MB_B5,1,0.864
MB_B2,MB_B6,1,1.1
MB_B2,MB_B7,1,0.808
MB_B2,MB_B8,1,0.166
MB_B3,MB_B1,1,0.058
MB_B3,MB_B2,1,0.812
MB_B3,MB_B4,1,0.866
MB_B3,MB_B6,1,0.922
MB_B3,MB_B8,1,0.978
MB_B4,MB_B1,1,0.924
MB_B4,MB_B3,1,0.866
MB_B4,MB_B5,1,0.81
MB_B4,MB_B6,1,0.056
MB_B4,MB_B7,1,0.754
MB_B4,MB_B8,1,0.112
MB_B5,MB_B1,1,0.114
MB_B5,MB_B2,1,0.868
MB_B5,MB_B3,1,0.056
MB_B5,MB_B4,1,0.922
MB_B5,MB_B6,1,0.978
MB_B5,MB_B8,1,1.034
MB_B6,MB_B1,1,0.868
MB_B6,MB_B3,1,0.826
MB_B6,MB_B5,1,0.754
MB_B6,MB_B7,1,0.698
MB_B6,MB_B8,1,0.056
MB_B7,MB_B1,1,0.17
MB_B7,MB_B2,1,0.924
MB_B7,MB_B3,1,0.112
MB_B7,MB_B4,1,0.978
MB_B7,MB_B5,1,0.056
MB_B7,MB_B6,1,1.034
MB_B7,MB_B8,1,1.09
MB_B8,MB_B1,1,0.814
MB_B8,MB_B2,1,1.566
MB_B8,MB_B3,1,0.754
MB_B8,MB_B5,1,0.698
MB_B8,MB_B7,1,0.642
MG_C,KB_B,16,16.2
MG_C,MGU,0,0.2
MG_G,MG_H,1,0.4
MG_H,MG_G,1,0.4
MG_H,MGU,1,0.2
MGL,4760,1,0.4
MGU,1715,16,26.0
MGU,7498,12,16.8
MGU,JBX,8,7.2
MGU,MG_C,1,0.2
MGU,MG_H,1,0.2
MI_A10,12110L,4,1.464
MI_A10,MI_A4,4,1.342
MI_A4,12110L,2,0.12
MI_A4,MI_A10,1,0.722
MI_A4,MI_A8,1,0.61
MI_A4,MI_A9,1,0.662
MI_A5,MI_A7,3,1.564
MI_A7,MI_A5,3,1.564
MI_A8,12110L,4,1.572
MI_A8,MI_A10,0,0.112
MI_A8,MI_A4,4,1.452
MI_A8,MI_A9,0,0.052
MI_A9,12110L,4,1.52
MI_A9,MI_A10,0,0.06
MI_A9,MI_A4,4,1.4
MSTN10,MSTN_4,1,1.034
MSTN10,MSTN_5,1,0.978
MSTN10,MSTN_6,1,0.922
MSTN10,MSTN_7,1,0.868
MSTN10,MSTN_8,1,0.114
MSTN10,MSTN_9,1,0.056
MSTN11,MSTN10,1,0.056
MSTN11,MSTN_4,1,1.09
MSTN11,MSTN_5,1,1.034
MSTN11,MSTN_6,1,0.978
MSTN11,MSTN_7,1,0.924
MSTN11,MSTN_8,1,0.17
MSTN11,MSTN_9,1,0.112
MSTN_4,MSTN10,1,0.698
MSTN_4,MSTN11,1,0.642
MSTN_4,MSTN_7,1,1.566
MSTN_4,MSTN_8,1,0.814
MSTN_4,MSTN_9,1,0.754
MSTN_5,MSTN10,1,0.754
MSTN_5,MSTN11,1,0.698
MSTN_5,MSTN_4,1,0.056
MSTN_5,MSTN_8,1,0.868
MSTN_5,MSTN_9,1,0.826
MSTN_6,MSTN10,1,0.81
MSTN_6,MSTN11,1,0.754
MSTN_6,MSTN_4,1,0.112
MSTN_6,MSTN_5,1,0.056
MSTN_6,MSTN_8,1,0.924
MSTN_6,MSTN_9,1,0.866
MSTN_7,MSTN10,1,0.864
MSTN_7,MSTN11,1,0.808
MSTN_7,MSTN_4,1,0.166
MSTN_7,MSTN_5,1,0.11
MSTN_7,MSTN_6,1,0.054
MSTN_7,MSTN_8,1,0.978
MSTN_7,MSTN_9,1,0.866
MSTN_8,MSTN_4,1,0.92
MSTN_8,MSTN_5,1,0.864
MSTN_8,MSTN_6,1,0.808
MSTN_8,MSTN_7,1,0.754
MSTN_9,MSTN_4,1,0.978
MSTN_9,MSTN_5,1,0.922
MSTN_9,MSTN_6,1,0.866
MSTN_9,MSTN_7,1,0.812
MSTN_9,MSTN_8,1,0.058
MSTN_P,12114,1,0.6
MSTN_P,12115,1,0.6
MYTL,18110,1,0.2
MYT_P,18110,0,0.0
MYT_P,18711,6,6.0
MYT_P,3860,24,48.0
MYT_P,5180,27,34.0
MÖLC_D,12110L,2,0.12
MÖLC_D,MÖLC_H,1,0.61
MÖLC_D,MÖLC_J,1,0.662
MÖLC_H,12110L,2,1.572
MÖLC_H,MÖLC_D,1,1.452
MÖLC_H,MÖLC_J,0,0.052
MÖLC_J,12110L,2,1.52
MÖLC_J,MÖLC_D,1,1.4
MÖLCL,12110,1,0.6
MÖLCL,12114,3,3.8
MÖLCL,12115,3,3.8
MÖLCL,12232,6,6.0
MÖLCL,12423,8,9.6
MÖLCL,12542,11,15.0
MÖLCL,12610,11,21.6
MÖLCL,12636,12,15.0
MÖLCL,12666,18,21.6
MÖLCL,12711,14,14.4
MÖLCL,12736,16,27.2
MÖLCL,12880,23,41.6
MÖLCL,18110,14,16.2
MÖLCL,2530,13,17.6
MÖLCL,3127,15,14.8
MÖLCL,4510,12,17.6
MÖLCL,4760,12,19.8
MÖLCL,6125,20,35.2
MÖLCL,HED_P,15,14.8
MÖLCL,MÖLC_P,0,0.0
MÖLC_P,12110,1,0.6
MÖLC_P,12110C,0,0.0
MÖLC_P,12110L,0,0.0
MÖLC_P,12114,3,1.6
MÖLC_P,12115,3,1.6
MÖLC_P,12232,6,3.8
MÖLC_P,12423,8,6.0
MÖLC_P,12542,11,9.6
MÖLC_P,12610,11,13.4
MÖLC_P,12636,12,15.0
MÖLC_P,12666,18,21.6
MÖLC_P,12711,14,14.4
MÖLC_P,12736,16,27.2
MÖLC_P,12880,23,41.6
MÖLC_P,18110,14,16.2
MÖLC_P,2530,13,17.6
MÖLC_P,2530C,13,17.6
MÖLC_P,3127,15,14.8
MÖLC_P,3127C,14,15.0
MÖLC_P,4510,12,17.6
MÖLC_P,4760,12,19.8
MÖLC_P,4760C,14,19.8
MÖLC_P,6125,20,35.2
MÖLC_P,GVX,14,17.2
MÖLC_P,HEDL,14,15.0
MÖLC_P,MÖLCL,0,0.0
MÖLC_P,RÄX,7,6.6
MÖLC_P,SAX,9,9.2
PAGX,13138,12,16.0
PAGX,13215,6,3.4
PAGX,13240,14,17.0
PAGX,13514,8,8.4
PAGX,14948,30,56.0
PAGX,18110,22,36.8
PAGX,18112,20,32.4
PAGX,18115,24,38.6
PAGX,18210,19,24.8
PAGX,18711,24,38.8
PAGX,1950,16,22.0
PAGX,3127,17,21.6
PAGX,3160,21,32.4
PAGX,3180,15,21.8
PAGX,3215,32,60.0
PAGX,3860,20,36.0
PAGX,4524,19,21.4
PAGX,5180,17,20.8
PAGX,5460,11,16.2
PAGX,5865,33,64.0
PAGX,6225,17,27.0
PAGX,6480,18,17.8
PAGX,6650,20,40.0
PAGX,7470,14,17.6
PAGX,7880,10,12.4
PAGX,GRIX,20,27.6
PAGX,HED_P,17,21.6
PARX,1310,14,16.4
PARX,13138,11,15.4
PARX,13215,5,2.8
PARX,13240,13,16.4
PARX,13311,6,5.6
PARX,13329,8,7.6
PARX,13330,7,7.6
PARX,13410,11,12.8
PARX,13421,8,11.2
PARX,13514,8,8.4
PARX,13722,5,4.2
PARX,17320,27,45.2
PARX,1740,12,20.2
PARX,18110,21,36.2
PARX,18115,23,37.0
PARX,18210,18,25.4
PARX,19205,42,73.6
PARX,19235,42,73.2
PARX,2190,19,28.0
PARX,2530,21,39.6
PARX,3127,18,20.8
PARX,3127C,18,20.8
PARX,3180,12,22.8
PARX,3215,38,55.4
PARX,3680,14,25.6
PARX,3860,17,25.8
PARX,4290,15,27.0
PARX,4485,37,58.2
PARX,4490,19,26.2
PARX,4510,19,26.6
PARX,4524,16,20.6
PARX,4760,25,35.6
PARX,4808,7,7.8
PARX,4945,15,21.4
PARX,5147,14,23.4
PARX,5180,15,21.8
PARX,5421,26,43.2
PARX,5865,36,58.0
PARX,6125,36,64.8
PARX,6225,17,27.0
PARX,6480,11,17.6
PARX,6650,26,38.8
PARX,7300,16,22.6
PARX,7581,13,15.4
PARX,7880,11,11.6
PARX,HED_P,16,20.8
PARX,JON_P,8,12.8
PC_P,13215,6,2.8
PC_U,13215,1,0.26
RÄV,KS_E,7,7.6
RÄX,12110,7,6.6
RÄX,12114,5,5.0
RÄX,12115,5,5.0
RÄX,12128,9,8.8
RÄX,12145,9,11.4
RÄX,12232,11,8.4
RÄX,12312,1,0.4
RÄX,12329,12,14.0
RÄX,12330,10,11.4
RÄX,12337,6,7.758
RÄX,12349,12,15.2
RÄX,12411,9,10.886
RÄX,12423,10,8.6
RÄX,12510,6,7.8
RÄX,12542,14,20.6
RÄX,12610,8,9.8
RÄX,12636,12,12.2
RÄX,12644,7,10.2
RÄX,12662,8,13.6
RÄX,12666,12,15.8
RÄX,12710,13,19.0
RÄX,12711,14,22.6
RÄX,12730,11,19.4
RÄX,12736,17,25.4
RÄX,12750,8,14.4
RÄX,12766,15,24.0
RÄX,12810,20,34.4
RÄX,12811,20,35.8
RÄX,12880,20,39.0
RÄX,18110,17,19.4
RÄX,18115,18,21.4
RÄX,18116,19,22.0
RÄX,18120,13,18.8
RÄX,18125,15,33.0
RÄX,2530,15,26.4
RÄX,2530C,15,26.4
RÄX,25456,12,26.8
RÄX,3127,20,19.6
RÄX,3127C,18,19.6
RÄX,4510,18,32.6
RÄX,4524,13,23.2
RÄX,4760,16,28.6
RÄX,4760C,16,28.6
RÄX,7340,18,16.6
RÄX,HEDL,18,19.6
RÄX,HED_P,18,19.6
RÄX,KS_E,7,7.6
RÄX,MÖLC_P,7,6.6
SAX,12110,9,9.2
SAX,12114,7,7.6
SAX,12115,7,7.6
SAX,12128,11,11.2
SAX,12145,11,16.0
SAX,12232,13,11.0
SAX,12312,2,2.6
SAX,12329,10,11.4
SAX,12330,8,8.8
SAX,12337,4,5.158
SAX,12349,10,12.6
SAX,12411,11,13.486
SAX,12423,12,11.2
SAX,12510,8,10.4
SAX,12542,16,23.2
SAX,12610,6,7.2
SAX,12636,10,9.6
SAX,12644,5,7.6
SAX,12662,6,11.0
SAX,12666,10,13.2
SAX,12710,11,16.4
SAX,12711,12,20.0
SAX,12730,9,16.8
SAX,12736,15,22.8
SAX,12750,6,11.8
SAX,12766,13,21.4
SAX,12810,18,31.8
SAX,12811,18,33.2
SAX,12880,22,36.4
SAX,18110,19,22.0
SAX,18115,20,24.0
SAX,18116,21,24.6
SAX,18120,15,21.4
SAX,18125,17,35.6
SAX,2530,13,23.8
SAX,2530C,13,23.8
SAX,25456,10,24.2
SAX,3127,20,22.2
SAX,3127C,20,22.2
SAX,4510,20,35.2
SAX,4524,15,25.8
SAX,4760,18,31.2
SAX,4760C,18,31.2
SAX,7340,20,19.2
SAX,F_L,13,23.8
SAX,HEDL,20,22.2
SAX,HED_P,20,22.2
SAX,KS_E,5,5.0
SAX,MÖLC_P,9,9.2
ÖS_H,7880C,0,0.04
ÖS_H,ÖS_J,0,0.04
ÖS_J,7880C,0,0.0
ÖS_J,ÖS_H,0,0.04
PC_10,PC_3,0,0.0
PC_10,PC_5,0,0.0
PC_10,PC_6,0,0.0
PC_10,PC_7,0,0.0
PC_10,PC_9,0,0.0
PC_10,PC_P,0,0.0
PC_10,PC_U,0,0.0
PC_3,PC_10,0,0.0
PC_3,PC_5,0,0.0
PC_3,PC_6,0,0.0
PC_3,PC_7,0,0.0
PC_3,PC_9,0,0.0
PC_3,PC_P,0,0.0
PC_3,PC_U,0,0.0
PC_5,PC_10,0,0.0
PC_5,PC_3,0,0.0
PC_5,PC_6,0,0.0
PC_5,PC_7,0,0.0
PC_5,PC_9,0,0.0
PC_5,PC_P,0,0.0
PC_5,PC_U,0,0.0
PC_6,PC_10,0,0.0
PC_6,PC_3,0,0.0
PC_6,PC_5,0,0.0
PC_6,PC_7,0,0.0
PC_6,PC_9,0,0.0
PC_6,PC_P,0,0.0
PC_6,PC_U,0,0.0
PC_7,PC_10,0,0.0
PC_7,PC_3,0,0.0
PC_7,PC_5,0,0.0
PC_7,PC_6,0,0.0
PC_7,PC_9,0,0.0
PC_7,PC_P,0,0.0
PC_7,PC_U,0,0.0
PC_9,PC_10,0,0.0
PC_9,PC_3,0,0.0
PC_9,PC_5,0,0.0
PC_9,PC_6,0,0.0
PC_9,PC_7,0,0.0
PC_9,PC_P,0,0.0
PC_9,PC_U,0,0.0
PC_P,PC_10,0,0.0
PC_P,PC_3,0,0.0
PC_P,PC_5,0,0.0
PC_P,PC_6,0,0.0
PC_P,PC_7,0,0.0
PC_P,PC_9,0,0.0
PC_P,PC_U,0,0.0
PC_U,PC_10,0,0.0
PC_U,PC_3,0,0.0
PC_U,PC_5,0,0.0
PC_U,PC_6,0,0.0
PC_U,PC_7,0,0.0
PC_U,PC_9,0,0.0
PC_U,PC_P,0,0.0
JON_A,JON_B,0,0.0
JON_A,JON_P,0,0.0
JON_B,JON_A,0,0.0
JON_B,JON_P,0,0.0
JON_P,JON_A,0,0.0
JON_P,JON_B,0,0.0
HED_P,HEDL,0,0.0
HED_P,HED_D,0,0.0
HED_P,HED_E,0,0.0
HEDL,HED_P,0,0.0
HEDL,HED_D,0,0.0
HEDL,HED_E,0,0.0
HED_D,HED_P,0,0.0
HED_D,HEDL,0,0.0
HED_D,HED_E,0,0.0
HED_E,HED_P,0,0.0
HED_E,HEDL,0,0.0
HED_E,HED_D,0,0.0
GMV_G,GMV_P,0,0.0
GMV_G,GMV_H,0,0.0
GMV_P,GMV_G,0,0.0
GMV_P,GMV_H,0,0.0
GMV_H,GMV_G,0,0.0
GMV_H,GMV_P,0,0.0
PARX,2190L,19,28
2190L,PARX,19,28
PARX,GMV_H,0.11,15.4
GMV_H,PARX,0.11,15.4
PARX,HED_D,0.20,20.8
HED_D,PARX,0.20,20.8
PARX,JON_A,0.09,12.8
JON_A,PARX,0.09,12.8
PARX,ÖS_H,0.11,11.6
ÖS_H,PARX,0.11,11.6
GMV_G,PARX,0.11,15.4
PARX,GMV_G,0.11,15.4
HED_E,PARX,0.16,20.8
PARX,HED_E,0.16,20.8
JON_B,PARX,0.10,12.8
PARX,JON_B,0.10,12.8
ÖS_J,PARX,0.08,11.6
PARX,ÖS_J,0.08,11.6
PC_10,PARX,0.05,2.8
PC_3,PARX,0.05,2.8
PC_5,PARX,0.05,2.8
PC_7,PARX,0.05,2.8
PC_9,PARX,0.05,2.8
PARX,PC_3,0.05,2.8
PARX,PC_5,0.05,2.8
PARX,PC_7,0.05,2.8
PARX,PC_9,0.05,2.8
PARX,PC_10,0.05,2.8