SL,ST,ET,EL,Energy used
HED_D,15:15,15:47,PC_10,21.3279991
HED_D,16:35,17:07,PC_10,21.3279991
HED_D,17:35,18:07,PC_10,21.3279991
HED_D,13:17,13:47,PC_10,21.3279991
HED_D,13:36,14:07,PC_10,21.3279991
HED_D,20:13,20:42,PC_10,21.3279991
HED_D,11:18,11:47,PC_10,21.3279991
HED_D,19:12,19:42,PC_10,21.3279991
HED_D,13:56,14:27,PC_10,21.3279991
HED_D,17:25,17:57,PC_10,21.3279991
HED_D,17:56,18:27,PC_10,21.3279991
HED_D,18:17,18:47,PC_10,21.3279991
HED_D,25:01,25:27,PC_10,21.3279991
PC_10,13:47,14:22,HED_E,22.3409996
PC_10,19:12,19:46,HED_E,22.3409996
PC_10,10:17,10:53,HED_E,22.3409996
PC_10,8:47,9:23,HED_E,22.3409996
PC_10,15:07,15:43,HED_E,22.3409996
PC_10,13:07,13:42,HED_E,22.3409996
PC_10,21:12,21:44,HED_E,22.3409996
PC_10,15:27,16:03,HED_E,22.3409996
PC_10,24:12,24:41,HED_E,22.3409996
PC_10,22:42,23:13,HED_E,22.3409996
PC_10,22:12,22:43,HED_E,22.3409996
PC_10,19:42,20:16,HED_E,22.3409996
PC_10,24:57,25:26,HED_E,22.3409996
PC_10,23:12,23:43,HED_E,22.3409996
PC_10,15:07,15:43,HED_E,22.3409996
PC_10,18:47,19:21,HED_E,22.3409996
PC_10,17:07,17:41,HED_E,22.3409996
PC_10,17:47,18:21,HED_E,22.3409996
PC_10,15:47,16:23,HED_E,22.3409996
PC_10,15:27,16:03,HED_E,22.3409996
PC_10,21:42,22:14,HED_E,22.3409996
HED_D,14:36,15:07,PC_10,21.3279991
HED_D,15:45,16:17,PC_10,21.3279991
HED_D,21:43,22:12,PC_10,21.3279991
HED_D,17:25,17:57,PC_10,21.3279991
HED_D,21:13,21:42,PC_10,21.3279991
HED_D,7:37,8:07,PC_10,21.3279991
HED_D,12:17,12:47,PC_10,21.3279991
HED_D,6:17,6:47,PC_10,21.3279991
HED_D,16:45,17:17,PC_10,21.3279991
HED_D,16:15,16:47,PC_10,21.3279991
HED_D,18:42,19:12,PC_10,21.3279991
HED_D,22:13,22:42,PC_10,21.3279991
HED_D,7:57,8:27,PC_10,21.3279991
HED_D,7:57,8:27,PC_10,21.3279991
HED_D,22:43,23:12,PC_10,21.3279991
HED_D,11:48,12:17,PC_10,21.3279991
HED_D,17:15,17:47,PC_10,21.3279991
13215,16:07,16:24,3127,20.066
13215,17:07,17:24,3127,20.066
6480,16:55,17:14,13421,22.2320004
6480,16:55,17:14,13421,22.2320004
6480,17:25,17:44,13421,22.2320004
13215,14:42,14:59,3127,20.066
PC_5,9:17,9:48,HED_E,20.1809998
PC_5,7:47,8:20,HED_E,20.1809998
PC_5,10:37,11:08,HED_E,20.1809998
PC_5,11:37,12:08,HED_E,20.1809998
PC_5,12:37,13:08,HED_E,20.1809998
6480,16:10,16:31,13330,23.8880005
6480,17:10,17:31,13330,23.8880005
PC_5,17:57,18:28,HED_E,20.1809998
PC_5,18:57,19:26,HED_E,20.1809998
PC_5,5:57,6:27,HED_E,20.1809998
PC_5,18:17,18:47,HED_E,20.1809998
PC_5,8:37,9:08,HED_E,20.1809998
PC_5,14:57,15:28,HED_E,20.1809998
PC_5,13:37,14:08,HED_E,20.1809998
PC_5,22:57,23:25,HED_E,20.1809998
PC_5,17:37,18:08,HED_E,20.1809998
PC_5,12:57,13:28,HED_E,20.1809998
PC_5,15:57,16:29,HED_E,20.1809998
PC_5,8:07,8:40,HED_E,20.1809998
PC_5,22:27,22:55,HED_E,20.1809998
PC_5,6:47,7:19,HED_E,20.1809998
PC_5,7:57,8:30,HED_E,20.1809998
PC_5,11:57,12:28,HED_E,20.1809998
PC_5,11:57,12:28,HED_E,20.1809998
PC_5,9:57,10:28,HED_E,20.1809998
PC_5,16:57,17:28,HED_E,20.1809998
PC_5,14:37,15:08,HED_E,20.1809998
PC_5,23:57,24:24,HED_E,20.1809998
PC_5,7:17,7:50,HED_E,20.1809998
PC_5,21:27,21:55,HED_E,20.1809998
PC_5,17:17,17:48,HED_E,20.1809998
PC_5,18:37,19:07,HED_E,20.1809998
PC_5,11:17,11:48,HED_E,20.1809998
PC_5,16:37,17:08,HED_E,20.1809998
PC_5,13:17,13:48,HED_E,20.1809998
PC_5,7:07,7:39,HED_E,20.1809998
PC_5,10:17,10:48,HED_E,20.1809998
JON_A,19:59,20:12,PC_9,12.342
JON_A,19:29,19:42,PC_9,12.342
PC_7,23:57,24:14,JON_B,10.2790003
PC_7,14:37,14:54,JON_B,10.2790003
PC_7,12:17,12:34,JON_B,10.2790003
PC_7,17:57,18:14,JON_B,10.2790003
ÖS_H,12:05,12:27,PC_6,16.4099998
ÖS_H,18:35,18:57,PC_6,16.4099998
ÖS_H,12:35,12:57,PC_6,16.4099998
ÖS_H,15:34,15:57,PC_6,16.4099998
ÖS_H,14:35,14:57,PC_6,16.4099998
3127,7:53,8:07,13215,19.4699993
3127,8:13,8:27,13215,19.4699993
3127,7:22,7:36,13215,19.4699993
PC_9,17:27,17:44,JON_B,12.3870001
PC_9,16:47,17:04,JON_B,12.3870001
PC_9,18:47,19:02,JON_B,12.3870001
PC_9,18:27,18:42,JON_B,12.3870001
PC_9,21:12,21:27,JON_B,12.3870001
ÖS_H,23:36,23:57,PC_6,16.4099998
ÖS_H,13:35,13:57,PC_6,16.4099998
ÖS_H,17:34,17:57,PC_6,16.4099998
ÖS_H,24:06,24:27,PC_6,16.4099998
ÖS_H,7:04,7:27,PC_6,16.4099998
ÖS_H,8:34,8:57,PC_6,16.4099998
ÖS_H,6:04,6:27,PC_6,16.4099998
ÖS_H,5:34,5:57,PC_6,16.4099998
ÖS_H,13:05,13:27,PC_6,16.4099998
ÖS_H,15:04,15:27,PC_6,16.4099998
ÖS_H,16:04,16:27,PC_6,16.4099998
ÖS_H,11:05,11:27,PC_6,16.4099998
ÖS_H,19:36,19:57,PC_6,16.4099998
ÖS_H,21:06,21:27,PC_6,16.4099998
ÖS_H,10:05,10:27,PC_6,16.4099998
ÖS_H,10:05,10:27,PC_6,16.4099998
ÖS_H,10:35,10:57,PC_6,16.4099998
ÖS_H,20:36,20:57,PC_6,16.4099998
ÖS_H,18:05,18:27,PC_6,16.4099998
ÖS_H,9:05,9:27,PC_6,16.4099998
ÖS_H,7:34,7:57,PC_6,16.4099998
ÖS_H,20:06,20:27,PC_6,16.4099998
ÖS_H,11:35,11:57,PC_6,16.4099998
ÖS_H,11:35,11:57,PC_6,16.4099998
PC_9,18:07,18:22,JON_B,12.3870001
PC_9,19:42,19:57,JON_B,12.3870001
PC_9,8:07,8:22,JON_B,12.3870001
PC_9,16:27,16:44,JON_B,12.3870001
PC_9,19:12,19:27,JON_B,12.3870001
PC_9,9:17,9:32,JON_B,12.3870001
PC_9,13:07,13:22,JON_B,12.3870001
PC_6,16:27,16:54,ÖS_J,17.1669998
PC_6,20:27,20:52,ÖS_J,17.1669998
GMV_H,23:18,23:42,PC_7,18.3059998
GMV_H,20:17,20:42,PC_7,18.3059998
PC_6,7:57,8:24,ÖS_J,17.1669998
PC_6,7:27,7:54,ÖS_J,17.1669998
PC_6,16:57,17:24,ÖS_J,17.1669998
PC_6,21:27,21:52,ÖS_J,17.1669998
PC_6,22:27,22:52,ÖS_J,17.1669998
PC_6,21:57,22:22,ÖS_J,17.1669998
PC_6,12:27,12:53,ÖS_J,17.1669998
PC_6,15:27,15:54,ÖS_J,17.1669998
PC_6,11:57,12:23,ÖS_J,17.1669998
PC_6,23:57,24:22,ÖS_J,17.1669998
PC_6,9:27,9:53,ÖS_J,17.1669998
PC_6,9:27,9:53,ÖS_J,17.1669998
PC_6,14:57,15:24,ÖS_J,17.1669998
PC_6,13:57,14:24,ÖS_J,17.1669998
GMV_H,18:02,18:27,PC_7,18.3059998
GMV_H,17:20,17:47,PC_7,18.3059998
PC_7,21:15,21:36,GMV_G,18.6380005
PC_7,18:50,19:13,GMV_G,18.6380005
PC_7,22:45,23:06,GMV_G,18.6380005
PC_7,10:10,10:34,GMV_G,18.6380005
PC_7,13:50,14:15,GMV_G,18.6380005
PC_7,14:10,14:35,GMV_G,18.6380005
PC_7,16:30,16:56,GMV_G,18.6380005
PC_7,17:30,17:56,GMV_G,18.6380005
PC_7,14:30,14:56,GMV_G,18.6380005
PC_7,19:45,20:08,GMV_G,18.6380005
PC_7,16:50,17:16,GMV_G,18.6380005
PC_7,18:30,18:53,GMV_G,18.6380005
PC_7,11:50,12:14,GMV_G,18.6380005
PC_10,9:47,10:23,HED_E,22.3409996
PC_10,20:12,20:46,HED_E,22.3409996
PC_10,20:42,21:15,HED_E,22.3409996
PC_10,9:17,9:53,HED_E,22.3409996
HED_D,16:25,16:57,PC_10,21.3279991
HED_D,23:45,24:12,PC_10,21.3279991
HED_D,5:34,5:57,PC_5,19.8619995
HED_D,18:32,18:57,PC_5,19.8619995
HED_D,6:53,7:17,PC_5,19.8619995
HED_D,19:33,19:57,PC_5,19.8619995
HED_D,11:12,11:37,PC_5,19.8619995
HED_D,16:50,17:17,PC_5,19.8619995
HED_D,15:39,16:07,PC_5,19.8619995
HED_D,11:32,11:57,PC_5,19.8619995
HED_D,23:34,23:57,PC_5,19.8619995
HED_D,13:30,13:57,PC_5,19.8619995
HED_D,23:04,23:27,PC_5,19.8619995
HED_D,17:20,17:47,PC_5,19.8619995
HED_D,17:10,17:37,PC_5,19.8619995
HED_D,16:08,16:37,PC_5,19.8619995
HED_D,12:52,13:17,PC_5,19.8619995
HED_D,17:30,17:57,PC_5,19.8619995
HED_D,15:19,15:47,PC_5,19.8619995
HED_D,16:18,16:47,PC_5,19.8619995
HED_D,15:29,15:57,PC_5,19.8619995
HED_D,22:34,22:57,PC_5,19.8619995
HED_D,22:03,22:27,PC_5,19.8619995
HED_D,10:13,10:37,PC_5,19.8619995
HED_D,13:12,13:37,PC_5,19.8619995
HED_D,15:58,16:27,PC_5,19.8619995
HED_D,20:03,20:27,PC_5,19.8619995
HED_D,24:04,24:27,PC_5,19.8619995
HED_D,25:04,25:27,PC_5,19.8619995
HED_D,16:28,16:57,PC_5,19.8619995
HED_D,8:52,9:17,PC_5,19.8619995
HED_D,10:33,10:57,PC_5,19.8619995
HED_D,13:50,14:17,PC_5,19.8619995
HED_D,14:30,14:57,PC_5,19.8619995
HED_D,8:12,8:37,PC_5,19.8619995
PC_5,25:27,25:45,6480,16.2689991
6480,16:40,17:02,13330,23.8880005
6480,15:40,16:01,13330,23.8880005
PC_3,24:27,24:43,13329,9.5710001
PC_5,24:27,24:53,HED_E,20.1809998
PC_5,15:17,15:48,HED_E,20.1809998
ÖS_H,24:36,24:57,PC_6,15.2840004
13329,8:40,8:59,6480,23.4120007
GMV_H,22:18,22:42,PC_7,18.3059998
GMV_H,10:02,10:27,PC_7,18.3059998
GMV_H,17:00,17:27,PC_7,18.3059998
GMV_H,18:47,19:12,PC_7,18.3059998
GMV_H,21:17,21:42,PC_7,18.3059998
GMV_H,15:40,16:07,PC_7,18.3059998
GMV_H,15:00,15:27,PC_7,18.3059998
GMV_H,12:22,12:47,PC_7,18.3059998
GMV_H,9:42,10:07,PC_7,18.3059998
GMV_H,21:48,22:12,PC_7,18.3059998
GMV_H,14:22,14:47,PC_7,18.3059998
GMV_H,10:22,10:47,PC_7,18.3059998
GMV_H,17:40,18:07,PC_7,18.3059998
GMV_H,11:22,11:47,PC_7,18.3059998
GMV_H,10:42,11:07,PC_7,18.3059998
PC_10,18:27,19:01,HED_E,22.3409996
PC_10,16:47,17:22,HED_E,22.3409996
PC_10,11:17,11:52,HED_E,22.3409996
PC_10,14:07,14:42,HED_E,22.3409996
PC_10,7:57,8:34,HED_E,22.3409996
PC_10,5:42,6:15,HED_E,22.3409996
PC_10,12:17,12:52,HED_E,22.3409996
PC_10,18:07,18:41,HED_E,22.3409996
PC_10,7:27,8:04,HED_E,22.3409996
PC_10,7:27,8:04,HED_E,22.3409996
PC_10,7:07,7:44,HED_E,22.3409996
PC_10,17:27,18:01,HED_E,22.3409996
PC_10,7:47,8:24,HED_E,22.3409996
PC_10,7:17,7:54,HED_E,22.3409996
PC_10,7:17,7:54,HED_E,22.3409996
PC_10,8:07,8:43,HED_E,22.3409996
PC_10,13:27,14:02,HED_E,22.3409996
PC_10,13:07,13:42,HED_E,22.3409996
PC_10,23:42,24:11,HED_E,22.3409996
PC_7,23:45,24:06,GMV_G,18.6380005
PC_10,14:27,15:02,HED_E,22.3409996
PC_6,19:57,20:22,ÖS_J,17.1669998
PC_6,15:57,16:24,ÖS_J,17.1669998
PC_6,20:57,21:22,ÖS_J,17.1669998
PC_6,17:57,18:23,ÖS_J,17.1669998
HED_D,15:55,16:27,PC_10,21.3279991
13421,6:55,7:13,6480,21.618
HED_D,15:05,15:37,PC_10,21.3279991
JON_A,13:14,13:27,PC_9,12.342
JON_A,8:33,8:47,PC_9,12.342
JON_A,22:30,22:42,PC_9,12.342
JON_A,21:30,21:42,PC_9,12.342
JON_A,24:00,24:12,PC_9,12.342
JON_A,12:34,12:47,PC_9,12.342
JON_A,7:33,7:47,PC_9,12.342
HED_D,12:12,12:37,PC_5,19.8619995
HED_D,14:10,14:37,PC_5,19.8619995
13421,7:55,8:14,6480,21.618
13421,6:25,6:43,6480,21.618
13421,8:25,8:43,6480,21.618
13215,17:17,17:34,3127,20.066
13215,15:07,15:24,3127,20.066
13215,16:37,16:54,3127,20.066
13215,14:42,14:59,3127,20.066
13215,15:47,16:04,3127,20.066
13215,14:57,15:14,3127,20.066
PC_5,8:27,8:59,HED_E,20.1809998
PC_5,19:27,19:56,HED_E,20.1809998
13311,7:41,7:47,PC_7,3.87599993
PC_5,6:37,7:09,HED_E,20.1809998
PC_5,21:57,22:25,HED_E,20.1809998
PC_5,10:57,11:28,HED_E,20.1809998
PC_7,13:57,14:14,JON_B,10.2790003
PC_7,19:57,20:14,JON_B,10.2790003
PC_7,9:37,9:54,JON_B,10.2790003
PC_7,22:27,22:44,JON_B,10.2790003
PC_7,22:57,23:14,JON_B,10.2790003
PC_7,25:27,25:44,JON_B,10.2790003
PC_7,10:57,11:14,JON_B,10.2790003
PC_7,15:17,15:34,JON_B,10.2790003
PC_7,18:57,19:14,JON_B,10.2790003
PC_7,20:57,21:14,JON_B,10.2790003
PC_7,15:37,15:54,JON_B,10.2790003
PC_7,18:37,18:54,JON_B,10.2790003
13329,6:40,7:00,6480,23.4120007
13329,7:10,7:31,6480,23.4120007
13329,7:40,8:01,6480,23.4120007
PC_7,15:57,16:14,JON_B,10.2790003
PC_7,23:27,23:44,JON_B,10.2790003
PC_7,10:17,10:34,JON_B,10.2790003
PC_7,13:17,13:34,JON_B,10.2790003
PC_7,19:27,19:44,JON_B,10.2790003
PC_7,11:57,12:14,JON_B,10.2790003
PC_7,14:17,14:34,JON_B,10.2790003
JON_A,25:15,25:27,PC_7,10.2659998
PC_7,7:30,7:54,GMV_G,18.6380005
PC_7,12:10,12:34,GMV_G,18.6380005
PC_7,21:45,22:06,GMV_G,18.6380005
1310,5:26,5:42,PC_10,10.7740002
PC_7,16:10,16:36,GMV_G,18.6380005
PC_7,18:10,18:34,GMV_G,18.6380005
PC_7,17:50,18:14,GMV_G,18.6380005
PC_7,20:45,21:07,GMV_G,18.6380005
PC_7,13:10,13:34,GMV_G,18.6380005
PC_7,22:15,22:36,GMV_G,18.6380005
PC_7,15:50,16:16,GMV_G,18.6380005
PC_7,11:10,11:34,GMV_G,18.6380005
PC_7,12:10,12:34,GMV_G,18.6380005
PC_7,8:10,8:34,GMV_G,18.6380005
PC_7,9:50,10:14,GMV_G,18.6380005
JON_A,14:25,14:37,PC_7,10.2659998
JON_A,21:15,21:27,PC_7,10.2659998
JON_A,12:45,12:57,PC_7,10.2659998
JON_A,19:15,19:27,PC_7,10.2659998
JON_A,24:15,24:27,PC_7,10.2659998
JON_A,21:45,21:57,PC_7,10.2659998
JON_A,22:45,22:57,PC_7,10.2659998
JON_A,11:05,11:17,PC_7,10.2659998
HED_D,18:12,18:37,PC_5,19.8619995
HED_D,24:34,24:57,PC_5,19.8619995
HED_D,15:00,15:27,PC_5,19.8619995
HED_D,15:49,16:17,PC_5,19.8619995
HED_D,8:32,8:57,PC_5,19.8619995
HED_D,15:00,15:27,PC_5,19.8619995
ÖS_H,17:04,17:27,PC_6,16.4099998
ÖS_H,16:34,16:57,PC_6,16.4099998
HED_D,17:00,17:27,PC_5,19.8619995
PC_6,5:57,6:23,ÖS_J,17.1669998
PC_6,6:27,6:53,ÖS_J,17.1669998
PC_6,5:27,5:52,ÖS_J,17.1669998
PC_6,8:57,9:23,ÖS_J,17.1669998
PC_6,23:27,23:52,ÖS_J,17.1669998
PC_6,13:27,13:53,ÖS_J,17.1669998
PC_6,10:27,10:53,ÖS_J,17.1669998
PC_6,14:27,14:54,ÖS_J,17.1669998
PC_3,7:57,8:13,13329,9.5710001
PC_3,14:27,14:43,13329,9.5710001
PC_3,20:57,21:13,13329,9.5710001
PC_3,11:57,12:13,13329,9.5710001
PC_3,21:57,22:13,13329,9.5710001
PC_3,20:27,20:43,13329,9.5710001
PC_3,19:57,20:13,13329,9.5710001
PC_3,24:57,25:13,13329,9.5710001
PC_3,7:27,7:43,13329,9.5710001
PC_3,9:57,10:13,13329,9.5710001
PC_3,23:27,23:43,13329,9.5710001
PC_3,10:27,10:43,13329,9.5710001
PC_3,10:27,10:43,13329,9.5710001
PC_3,9:27,9:43,13329,9.5710001
PC_3,16:27,16:43,13329,9.5710001
PC_3,15:27,15:43,13329,9.5710001
PC_3,12:57,13:13,13329,9.5710001
PC_3,17:57,18:13,13329,9.5710001
6480,16:25,16:45,13421,22.2320004
6480,15:25,15:44,13421,22.2320004
PC_9,7:27,7:42,JON_B,12.3870001
PC_9,8:47,9:02,JON_B,12.3870001
PC_9,22:42,22:57,JON_B,12.3870001
PC_6,25:00,25:19,ÖS_J,16.2380009
HED_D,7:07,7:37,PC_10,21.3279991
6480,15:55,16:15,13421,22.2320004
13421,7:25,7:44,6480,21.618
PC_9,25:27,25:42,JON_B,12.3870001
PC_9,21:42,21:57,JON_B,12.3870001
PC_9,22:12,22:27,JON_B,12.3870001
PC_9,11:47,12:02,JON_B,12.3870001
PC_9,6:27,6:42,JON_B,12.3870001
PC_9,14:47,15:04,JON_B,12.3870001
PC_9,14:27,14:44,JON_B,12.3870001
PC_9,16:27,16:44,JON_B,12.3870001
PC_9,17:47,18:04,JON_B,12.3870001
PC_9,13:47,14:02,JON_B,12.3870001
PC_9,20:12,20:27,JON_B,12.3870001
PC_9,7:47,8:02,JON_B,12.3870001
PC_9,9:47,10:02,JON_B,12.3870001
PC_9,12:47,13:02,JON_B,12.3870001
PC_9,11:17,11:32,JON_B,12.3870001
PC_9,15:07,15:24,JON_B,12.3870001
GMV_H,4:48,5:12,PC_7,18.3059998
GMV_H,6:03,6:27,PC_7,18.3059998
GMV_H,8:40,9:07,PC_7,18.3059998
GMV_H,9:02,9:27,PC_7,18.3059998
GMV_H,9:02,9:27,PC_7,18.3059998
GMV_H,8:20,8:47,PC_7,18.3059998
GMV_H,8:00,8:27,PC_7,18.3059998
GMV_H,11:42,12:07,PC_7,18.3059998
GMV_H,9:22,9:47,PC_7,18.3059998
GMV_H,23:48,24:12,PC_7,18.3059998
GMV_H,12:02,12:27,PC_7,18.3059998
13329,14:15,14:27,PC_3,9.28999996
13329,5:17,5:27,PC_3,9.28999996
13329,16:15,16:27,PC_3,9.28999996
13329,6:45,6:57,PC_3,9.28999996
13329,10:15,10:27,PC_3,9.28999996
13329,12:45,12:57,PC_3,9.28999996
13329,15:15,15:27,PC_3,9.28999996
13329,24:16,24:27,PC_3,9.28999996
13329,6:15,6:27,PC_3,9.28999996
13329,7:15,7:27,PC_3,9.28999996
13329,8:45,8:57,PC_3,9.28999996
13329,11:45,11:57,PC_3,9.28999996
13329,18:46,18:57,PC_3,9.28999996
PC_5,4:57,5:26,HED_E,20.1809998
PC_5,6:57,7:29,HED_E,20.1809998
PC_5,6:17,6:49,HED_E,20.1809998
PC_5,7:27,8:01,HED_E,20.1809998
PC_5,19:57,20:25,HED_E,20.1809998
PC_5,15:37,16:09,HED_E,20.1809998
PC_5,12:17,12:48,HED_E,20.1809998
3127,7:46,8:00,13215,19.4699993
PC_10,25:27,25:42,1310,11.3889999
HED_D,7:50,8:17,PC_5,19.8619995
HED_D,6:33,6:57,PC_5,19.8619995
HED_D,7:10,7:37,PC_5,19.8619995
HED_D,20:33,20:57,PC_5,19.8619995
HED_D,16:38,17:07,PC_5,19.8619995
6480,5:09,5:27,PC_5,16.1240005
JON_A,13:34,13:47,PC_9,12.342
JON_A,5:54,6:07,PC_9,12.342
JON_A,6:53,7:07,PC_9,12.342
JON_A,14:53,15:07,PC_9,12.342
JON_A,17:33,17:47,PC_9,12.342
JON_A,8:13,8:27,PC_9,12.342
JON_A,17:53,18:07,PC_9,12.342
JON_A,14:53,15:07,PC_9,12.342
JON_A,14:13,14:27,PC_9,12.342
JON_A,7:53,8:07,PC_9,12.342
JON_A,23:30,23:42,PC_9,12.342
JON_A,13:54,14:07,PC_9,12.342
JON_A,11:34,11:47,PC_9,12.342
JON_A,16:33,16:47,PC_9,12.342
JON_A,15:33,15:47,PC_9,12.342
JON_A,12:54,13:07,PC_9,12.342
JON_A,6:33,6:47,PC_9,12.342
ÖS_H,14:05,14:27,PC_6,16.4099998
13215,15:37,15:54,3127,20.066
13215,15:27,15:44,3127,20.066
PC_7,16:37,16:54,JON_B,10.2790003
PC_7,9:57,10:14,JON_B,10.2790003
PC_9,13:27,13:42,JON_B,12.3870001
PC_9,14:27,14:44,JON_B,12.3870001
PC_9,20:42,20:57,JON_B,12.3870001
PC_9,10:17,10:32,JON_B,12.3870001
PC_3,22:27,22:43,13329,9.5710001
13329,20:16,20:27,PC_3,9.28999996
13329,17:15,17:27,PC_3,9.28999996
13329,12:15,12:27,PC_3,9.28999996
JON_A,10:34,10:47,PC_9,12.342
JON_A,16:53,17:07,PC_9,12.342
PC_9,6:07,6:22,JON_B,12.3870001
PC_9,23:12,23:27,JON_B,12.3870001
PC_3,5:27,5:43,13329,9.5710001
PC_3,8:27,8:43,13329,9.5710001
PC_3,18:27,18:43,13329,9.5710001
13329,8:15,8:27,PC_3,9.28999996
13329,16:45,16:57,PC_3,9.28999996
13329,14:45,14:57,PC_3,9.28999996
13329,10:45,10:57,PC_3,9.28999996
13329,10:45,10:57,PC_3,9.28999996
13329,5:47,5:57,PC_3,9.28999996
PC_9,8:45,8:50,13722,5.17999983
PC_9,7:40,7:45,13722,5.17999983
13722,7:47,7:52,PC_9,5.03599977
