TripID,Route,Direction,Start_Loc,Start_Zip,Start_Time,End_Time,End_Loc,End_Zip,Distance,Energy
356,5510,2,HED_D,3127,24:31,24:57,PC_10,13215,10.664,21.3279991
357,5510,1,PC_10,13215,24:57,25:26,HED_E,3127,11.168,22.3409996
358,5510,2,HED_D,3127,25:01,25:27,PC_10,13215,10.664,21.3279991
359,5510,1,PC_10,13215,25:27,25:42,1310,,5.692,11.3889999
360,5513,1,PC_5,13215,4:57,5:26,HED_E,3127,10.088,20.1809998
361,5513,2,6480,,5:09,5:27,PC_5,13215,8.062,16.1240005
362,5513,1,PC_5,13215,5:27,5:56,HED_E,3127,10.088,20.1809998
363,5513,2,HED_D,3127,5:34,5:57,PC_5,13215,9.931,19.8619995
364,5513,2,HED_D,3127,5:53,6:17,PC_5,13215,9.931,19.8619995
365,5513,1,PC_5,13215,5:57,6:27,HED_E,3127,10.088,20.1809998
366,5513,2,HED_D,3127,6:13,6:37,PC_5,13215,9.931,19.8619995
367,5513,1,PC_5,13215,6:17,6:49,HED_E,3127,10.088,20.1809998
368,5513,2,HED_D,3127,6:33,6:57,PC_5,13215,9.931,19.8619995
369,5513,1,PC_5,13215,6:37,7:09,HED_E,3127,10.088,20.1809998
370,5513,1,PC_5,13215,6:47,7:19,HED_E,3127,10.088,20.1809998
371,5513,2,HED_D,3127,6:53,7:17,PC_5,13215,9.931,19.8619995
372,5513,1,PC_5,13215,6:57,7:29,HED_E,3127,10.088,20.1809998
373,5513,1,PC_5,13215,7:07,7:39,HED_E,3127,10.088,20.1809998
374,5513,2,HED_D,3127,7:10,7:37,PC_5,13215,9.931,19.8619995
375,5513,1,PC_5,13215,7:17,7:50,HED_E,3127,10.088,20.1809998
376,5513,1,PC_5,13215,7:27,8:01,HED_E,3127,10.088,20.1809998
377,5513,2,HED_D,3127,7:30,7:57,PC_5,13215,9.931,19.8619995
378,5513,1,PC_5,13215,7:37,8:11,HED_E,3127,10.088,20.1809998
379,5513,1,PC_5,13215,7:47,8:20,HED_E,3127,10.088,20.1809998
380,5513,2,HED_D,3127,7:50,8:17,PC_5,13215,9.931,19.8619995
381,5513,1,PC_5,13215,7:57,8:30,HED_E,3127,10.088,20.1809998
382,5513,1,PC_5,13215,8:07,8:40,HED_E,3127,10.088,20.1809998
383,5513,2,HED_D,3127,8:12,8:37,PC_5,13215,9.931,19.8619995
384,5513,1,PC_5,13215,8:17,8:49,HED_E,3127,10.088,20.1809998
385,5513,1,PC_5,13215,8:27,8:59,HED_E,3127,10.088,20.1809998
386,5513,2,HED_D,3127,8:32,8:57,PC_5,13215,9.931,19.8619995
387,5513,1,PC_5,13215,8:37,9:08,HED_E,3127,10.088,20.1809998
388,5513,2,HED_D,3127,8:52,9:17,PC_5,13215,9.931,19.8619995
389,5513,1,PC_5,13215,8:57,9:28,HED_E,3127,10.088,20.1809998
390,5513,2,HED_D,3127,9:12,9:37,PC_5,13215,9.931,19.8619995
391,5513,1,PC_5,13215,9:17,9:48,HED_E,3127,10.088,20.1809998
392,5513,2,HED_D,3127,9:32,9:57,PC_5,13215,9.931,19.8619995
393,5513,1,PC_5,13215,9:37,10:08,HED_E,3127,10.088,20.1809998
394,5513,2,HED_D,3127,9:53,10:17,PC_5,13215,9.931,19.8619995
395,5513,1,PC_5,13215,9:57,10:28,HED_E,3127,10.088,20.1809998
396,5513,2,HED_D,3127,10:13,10:37,PC_5,13215,9.931,19.8619995
397,5513,1,PC_5,13215,10:17,10:48,HED_E,3127,10.088,20.1809998
398,5513,2,HED_D,3127,10:33,10:57,PC_5,13215,9.931,19.8619995
399,5513,1,PC_5,13215,10:37,11:08,HED_E,3127,10.088,20.1809998
400,5513,2,HED_D,3127,10:52,11:17,PC_5,13215,9.931,19.8619995
401,5513,1,PC_5,13215,10:57,11:28,HED_E,3127,10.088,20.1809998
402,5513,2,HED_D,3127,11:12,11:37,PC_5,13215,9.931,19.8619995
403,5513,1,PC_5,13215,11:17,11:48,HED_E,3127,10.088,20.1809998
404,5513,2,HED_D,3127,11:32,11:57,PC_5,13215,9.931,19.8619995
405,5513,1,PC_5,13215,11:37,12:08,HED_E,3127,10.088,20.1809998
406,5513,2,HED_D,3127,11:52,12:17,PC_5,13215,9.931,19.8619995
407,5513,1,PC_5,13215,11:57,12:28,HED_E,3127,10.088,20.1809998
408,5513,1,PC_5,13215,11:57,12:28,HED_E,3127,10.088,20.1809998
409,5513,2,HED_D,3127,12:12,12:37,PC_5,13215,9.931,19.8619995
410,5513,1,PC_5,13215,12:17,12:48,HED_E,3127,10.088,20.1809998
411,5513,2,HED_D,3127,12:32,12:57,PC_5,13215,9.931,19.8619995
412,5513,2,HED_D,3127,12:32,12:57,PC_5,13215,9.931,19.8619995
413,5513,1,PC_5,13215,12:37,13:08,HED_E,3127,10.088,20.1809998
414,5513,2,HED_D,3127,12:52,13:17,PC_5,13215,9.931,19.8619995
415,5513,1,PC_5,13215,12:57,13:28,HED_E,3127,10.088,20.1809998
416,5513,2,HED_D,3127,13:12,13:37,PC_5,13215,9.931,19.8619995
417,5513,1,PC_5,13215,13:17,13:48,HED_E,3127,10.088,20.1809998
418,5513,2,HED_D,3127,13:30,13:57,PC_5,13215,9.931,19.8619995
419,5513,1,PC_5,13215,13:37,14:08,HED_E,3127,10.088,20.1809998
420,5513,2,HED_D,3127,13:50,14:17,PC_5,13215,9.931,19.8619995
421,5513,1,PC_5,13215,13:57,14:28,HED_E,3127,10.088,20.1809998
422,5513,2,HED_D,3127,14:10,14:37,PC_5,13215,9.931,19.8619995
423,5513,1,PC_5,13215,14:17,14:48,HED_E,3127,10.088,20.1809998
424,5513,2,HED_D,3127,14:30,14:57,PC_5,13215,9.931,19.8619995
425,5513,1,PC_5,13215,14:37,15:08,HED_E,3127,10.088,20.1809998
426,5513,2,HED_D,3127,14:50,15:17,PC_5,13215,9.931,19.8619995
427,5513,1,PC_5,13215,14:57,15:28,HED_E,3127,10.088,20.1809998
428,5513,2,HED_D,3127,15:00,15:27,PC_5,13215,9.931,19.8619995
429,5513,2,HED_D,3127,15:00,15:27,PC_5,13215,9.931,19.8619995
430,5513,2,HED_D,3127,15:09,15:37,PC_5,13215,9.931,19.8619995
431,5513,1,PC_5,13215,15:17,15:48,HED_E,3127,10.088,20.1809998
432,5513,2,HED_D,3127,15:19,15:47,PC_5,13215,9.931,19.8619995
433,5513,2,HED_D,3127,15:29,15:57,PC_5,13215,9.931,19.8619995
434,5513,1,PC_5,13215,15:37,16:09,HED_E,3127,10.088,20.1809998
435,5513,2,HED_D,3127,15:39,16:07,PC_5,13215,9.931,19.8619995
436,5513,2,HED_D,3127,15:49,16:17,PC_5,13215,9.931,19.8619995
437,5513,2,HED_D,3127,15:49,16:17,PC_5,13215,9.931,19.8619995
438,5513,1,PC_5,13215,15:57,16:29,HED_E,3127,10.088,20.1809998
439,5513,2,HED_D,3127,15:58,16:27,PC_5,13215,9.931,19.8619995
440,5513,2,HED_D,3127,16:08,16:37,PC_5,13215,9.931,19.8619995
441,5513,2,HED_D,3127,16:08,16:37,PC_5,13215,9.931,19.8619995
442,5513,1,PC_5,13215,16:17,16:49,HED_E,3127,10.088,20.1809998
443,5513,2,HED_D,3127,16:18,16:47,PC_5,13215,9.931,19.8619995
444,5513,2,HED_D,3127,16:28,16:57,PC_5,13215,9.931,19.8619995
445,5513,1,PC_5,13215,16:37,17:08,HED_E,3127,10.088,20.1809998
446,5513,2,HED_D,3127,16:38,17:07,PC_5,13215,9.931,19.8619995
447,5513,2,HED_D,3127,16:50,17:17,PC_5,13215,9.931,19.8619995
448,5513,1,PC_5,13215,16:57,17:28,HED_E,3127,10.088,20.1809998
449,5513,2,HED_D,3127,17:00,17:27,PC_5,13215,9.931,19.8619995
450,5513,2,HED_D,3127,17:10,17:37,PC_5,13215,9.931,19.8619995
451,5513,1,PC_5,13215,17:17,17:48,HED_E,3127,10.088,20.1809998
452,5513,2,HED_D,3127,17:20,17:47,PC_5,13215,9.931,19.8619995
453,5513,2,HED_D,3127,17:30,17:57,PC_5,13215,9.931,19.8619995
454,5513,1,PC_5,13215,17:37,18:08,HED_E,3127,10.088,20.1809998
455,5513,2,HED_D,3127,17:41,18:07,PC_5,13215,9.931,19.8619995
456,5513,2,HED_D,3127,17:52,18:17,PC_5,13215,9.931,19.8619995
457,5513,1,PC_5,13215,17:57,18:28,HED_E,3127,10.088,20.1809998
458,5513,2,HED_D,3127,18:12,18:37,PC_5,13215,9.931,19.8619995
459,5513,1,PC_5,13215,18:17,18:47,HED_E,3127,10.088,20.1809998
460,5513,2,HED_D,3127,18:32,18:57,PC_5,13215,9.931,19.8619995
461,5513,1,PC_5,13215,18:37,19:07,HED_E,3127,10.088,20.1809998
462,5513,1,PC_5,13215,18:57,19:26,HED_E,3127,10.088,20.1809998
463,5513,2,HED_D,3127,19:03,19:27,PC_5,13215,9.931,19.8619995
464,5513,1,PC_5,13215,19:27,19:56,HED_E,3127,10.088,20.1809998
465,5513,2,HED_D,3127,19:33,19:57,PC_5,13215,9.931,19.8619995
466,5513,1,PC_5,13215,19:57,20:25,HED_E,3127,10.088,20.1809998
467,5513,2,HED_D,3127,20:03,20:27,PC_5,13215,9.931,19.8619995
468,5513,1,PC_5,13215,20:27,20:55,HED_E,3127,10.088,20.1809998
469,5513,2,HED_D,3127,20:33,20:57,PC_5,13215,9.931,19.8619995
470,5513,1,PC_5,13215,20:57,21:25,HED_E,3127,10.088,20.1809998
471,5513,2,HED_D,3127,21:03,21:27,PC_5,13215,9.931,19.8619995
472,5513,1,PC_5,13215,21:27,21:55,HED_E,3127,10.088,20.1809998
473,5513,2,HED_D,3127,21:33,21:57,PC_5,13215,9.931,19.8619995
474,5513,1,PC_5,13215,21:57,22:25,HED_E,3127,10.088,20.1809998
475,5513,2,HED_D,3127,22:03,22:27,PC_5,13215,9.931,19.8619995
476,5513,1,PC_5,13215,22:27,22:55,HED_E,3127,10.088,20.1809998
477,5513,2,HED_D,3127,22:34,22:57,PC_5,13215,9.931,19.8619995
478,5513,1,PC_5,13215,22:57,23:25,HED_E,3127,10.088,20.1809998
479,5513,2,HED_D,3127,23:04,23:27,PC_5,13215,9.931,19.8619995
480,5513,1,PC_5,13215,23:27,23:55,HED_E,3127,10.088,20.1809998
481,5513,2,HED_D,3127,23:34,23:57,PC_5,13215,9.931,19.8619995
482,5513,1,PC_5,13215,23:57,24:24,HED_E,3127,10.088,20.1809998
483,5513,2,HED_D,3127,24:04,24:27,PC_5,13215,9.931,19.8619995
484,5513,1,PC_5,13215,24:27,24:53,HED_E,3127,10.088,20.1809998
485,5513,2,HED_D,3127,24:34,24:57,PC_5,13215,9.931,19.8619995
486,5513,1,PC_5,13215,24:57,25:23,HED_E,3127,10.088,20.1809998
487,5513,2,HED_D,3127,25:04,25:27,PC_5,13215,9.931,19.8619995
488,5513,1,PC_5,13215,25:27,25:45,6480,,8.132,16.2689991
489,5514,1,PC_6,13215,5:27,5:52,ÖS_J,7880,8.581,17.1669998
490,5514,2,ÖS_H,7880,5:34,5:57,PC_6,13215,8.205,16.4099998
491,5514,1,PC_6,13215,5:57,6:23,ÖS_J,7880,8.581,17.1669998
492,5514,2,ÖS_H,7880,6:04,6:27,PC_6,13215,8.205,16.4099998
493,5514,1,PC_6,13215,6:27,6:53,ÖS_J,7880,8.581,17.1669998
494,5514,2,ÖS_H,7880,6:34,6:57,PC_6,13215,8.205,16.4099998
495,5514,1,PC_6,13215,6:57,7:24,ÖS_J,7880,8.581,17.1669998
496,5514,2,ÖS_H,7880,7:04,7:27,PC_6,13215,8.205,16.4099998
497,5514,1,PC_6,13215,7:27,7:54,ÖS_J,7880,8.581,17.1669998
498,5514,2,ÖS_H,7880,7:34,7:57,PC_6,13215,8.205,16.4099998
499,5514,1,PC_6,13215,7:57,8:24,ÖS_J,7880,8.581,17.1669998
500,5514,2,ÖS_H,7880,8:04,8:27,PC_6,13215,8.205,16.4099998
501,5514,1,PC_6,13215,8:27,8:54,ÖS_J,7880,8.581,17.1669998
502,5514,2,ÖS_H,7880,8:34,8:57,PC_6,13215,8.205,16.4099998
503,5514,1,PC_6,13215,8:57,9:23,ÖS_J,7880,8.581,17.1669998
504,5514,2,ÖS_H,7880,9:05,9:27,PC_6,13215,8.205,16.4099998
505,5514,1,PC_6,13215,9:27,9:53,ÖS_J,7880,8.581,17.1669998
506,5514,1,PC_6,13215,9:27,9:53,ÖS_J,7880,8.581,17.1669998
507,5514,2,ÖS_H,7880,9:35,9:57,PC_6,13215,8.205,16.4099998
508,5514,1,PC_6,13215,9:57,10:23,ÖS_J,7880,8.581,17.1669998
509,5514,2,ÖS_H,7880,10:05,10:27,PC_6,13215,8.205,16.4099998
510,5514,2,ÖS_H,7880,10:05,10:27,PC_6,13215,8.205,16.4099998
511,5514,1,PC_6,13215,10:27,10:53,ÖS_J,7880,8.581,17.1669998
512,5514,2,ÖS_H,7880,10:35,10:57,PC_6,13215,8.205,16.4099998
513,5514,1,PC_6,13215,10:57,11:23,ÖS_J,7880,8.581,17.1669998
514,5514,1,PC_6,13215,10:57,11:23,ÖS_J,7880,8.581,17.1669998
515,5514,2,ÖS_H,7880,11:05,11:27,PC_6,13215,8.205,16.4099998
516,5514,1,PC_6,13215,11:27,11:53,ÖS_J,7880,8.581,17.1669998
517,5514,2,ÖS_H,7880,11:35,11:57,PC_6,13215,8.205,16.4099998
518,5514,2,ÖS_H,7880,11:35,11:57,PC_6,13215,8.205,16.4099998
519,5514,1,PC_6,13215,11:57,12:23,ÖS_J,7880,8.581,17.1669998
520,5514,2,ÖS_H,7880,12:05,12:27,PC_6,13215,8.205,16.4099998
521,5514,1,PC_6,13215,12:27,12:53,ÖS_J,7880,8.581,17.1669998
522,5514,2,ÖS_H,7880,12:35,12:57,PC_6,13215,8.205,16.4099998
523,5514,1,PC_6,13215,12:57,13:23,ÖS_J,7880,8.581,17.1669998
524,5514,2,ÖS_H,7880,13:05,13:27,PC_6,13215,8.205,16.4099998
525,5514,1,PC_6,13215,13:27,13:53,ÖS_J,7880,8.581,17.1669998
526,5514,2,ÖS_H,7880,13:35,13:57,PC_6,13215,8.205,16.4099998
527,5514,1,PC_6,13215,13:57,14:24,ÖS_J,7880,8.581,17.1669998
528,5514,2,ÖS_H,7880,14:05,14:27,PC_6,13215,8.205,16.4099998
529,5514,1,PC_6,13215,14:27,14:54,ÖS_J,7880,8.581,17.1669998
530,5514,2,ÖS_H,7880,14:35,14:57,PC_6,13215,8.205,16.4099998
531,5514,1,PC_6,13215,14:57,15:24,ÖS_J,7880,8.581,17.1669998
532,5514,2,ÖS_H,7880,15:04,15:27,PC_6,13215,8.205,16.4099998
533,5514,1,PC_6,13215,15:27,15:54,ÖS_J,7880,8.581,17.1669998
534,5514,2,ÖS_H,7880,15:34,15:57,PC_6,13215,8.205,16.4099998
535,5514,1,PC_6,13215,15:57,16:24,ÖS_J,7880,8.581,17.1669998
536,5514,2,ÖS_H,7880,16:04,16:27,PC_6,13215,8.205,16.4099998
537,5514,1,PC_6,13215,16:27,16:54,ÖS_J,7880,8.581,17.1669998
538,5514,2,ÖS_H,7880,16:34,16:57,PC_6,13215,8.205,16.4099998
539,5514,1,PC_6,13215,16:57,17:24,ÖS_J,7880,8.581,17.1669998
540,5514,2,ÖS_H,7880,17:04,17:27,PC_6,13215,8.205,16.4099998
541,5514,1,PC_6,13215,17:27,17:54,ÖS_J,7880,8.581,17.1669998
542,5514,2,ÖS_H,7880,17:34,17:57,PC_6,13215,8.205,16.4099998
543,5514,1,PC_6,13215,17:57,18:23,ÖS_J,7880,8.581,17.1669998
544,5514,2,ÖS_H,7880,18:05,18:27,PC_6,13215,8.205,16.4099998
545,5514,1,PC_6,13215,18:27,18:53,ÖS_J,7880,8.581,17.1669998
546,5514,2,ÖS_H,7880,18:35,18:57,PC_6,13215,8.205,16.4099998
547,5514,1,PC_6,13215,18:57,19:23,ÖS_J,7880,8.581,17.1669998
548,5514,2,ÖS_H,7880,19:05,19:27,PC_6,13215,8.205,16.4099998
549,5514,1,PC_6,13215,19:27,19:53,ÖS_J,7880,8.581,17.1669998
550,5514,2,ÖS_H,7880,19:36,19:57,PC_6,13215,8.205,16.4099998
551,5514,1,PC_6,13215,19:57,20:22,ÖS_J,7880,8.581,17.1669998
552,5514,2,ÖS_H,7880,20:06,20:27,PC_6,13215,8.205,16.4099998
553,5514,1,PC_6,13215,20:27,20:52,ÖS_J,7880,8.581,17.1669998
554,5514,2,ÖS_H,7880,20:36,20:57,PC_6,13215,8.205,16.4099998
555,5514,1,PC_6,13215,20:57,21:22,ÖS_J,7880,8.581,17.1669998
556,5514,2,ÖS_H,7880,21:06,21:27,PC_6,13215,8.205,16.4099998
557,5514,1,PC_6,13215,21:27,21:52,ÖS_J,7880,8.581,17.1669998
558,5514,2,ÖS_H,7880,21:36,21:57,PC_6,13215,8.205,16.4099998
559,5514,1,PC_6,13215,21:57,22:22,ÖS_J,7880,8.581,17.1669998
560,5514,2,ÖS_H,7880,22:06,22:27,PC_6,13215,8.205,16.4099998
561,5514,1,PC_6,13215,22:27,22:52,ÖS_J,7880,8.581,17.1669998
562,5514,2,ÖS_H,7880,22:36,22:57,PC_6,13215,8.205,16.4099998
563,5514,1,PC_6,13215,22:57,23:22,ÖS_J,7880,8.581,17.1669998
564,5514,2,ÖS_H,7880,23:06,23:27,PC_6,13215,8.205,16.4099998
565,5514,1,PC_6,13215,23:27,23:52,ÖS_J,7880,8.581,17.1669998
566,5514,2,ÖS_H,7880,23:36,23:57,PC_6,13215,8.205,16.4099998
567,5514,1,PC_6,13215,23:57,24:22,ÖS_J,7880,8.581,17.1669998
568,5514,2,ÖS_H,7880,24:06,24:27,PC_6,13215,8.205,16.4099998
569,5515,1,PC_7,13215,4:45,5:06,GMV_G,7581,9.319,18.6380005
570,5515,2,GMV_H,7581,4:48,5:12,PC_7,13215,9.153,18.3059998
571,5515,1,PC_7,13215,5:15,5:36,GMV_G,7581,9.319,18.6380005
572,5515,2,GMV_H,7581,5:18,5:42,PC_7,13215,9.153,18.3059998
573,5515,2,GMV_H,7581,5:43,6:07,PC_7,13215,9.153,18.3059998
574,5515,1,PC_7,13215,5:45,6:06,GMV_G,7581,9.319,18.6380005
575,5515,2,GMV_H,7581,6:03,6:27,PC_7,13215,9.153,18.3059998
576,5515,1,PC_7,13215,6:10,6:31,GMV_G,7581,9.319,18.6380005
577,5515,2,GMV_H,7581,6:23,6:47,PC_7,13215,9.153,18.3059998
578,5515,1,PC_7,13215,6:30,6:54,GMV_G,7581,9.319,18.6380005
579,5515,1,PC_7,13215,6:30,6:54,GMV_G,7581,9.319,18.6380005
580,5515,2,GMV_H,7581,6:43,7:07,PC_7,13215,9.153,18.3059998
581,5515,1,PC_7,13215,6:50,7:14,GMV_G,7581,9.319,18.6380005
582,5515,2,GMV_H,7581,7:00,7:27,PC_7,13215,9.153,18.3059998
583,5515,2,GMV_H,7581,7:00,7:27,PC_7,13215,9.153,18.3059998
584,5515,1,PC_7,13215,7:10,7:34,GMV_G,7581,9.319,18.6380005
585,5515,2,GMV_H,7581,7:20,7:47,PC_7,13215,9.153,18.3059998
586,5515,1,PC_7,13215,7:30,7:54,GMV_G,7581,9.319,18.6380005
587,5515,2,GMV_H,7581,7:40,8:07,PC_7,13215,9.153,18.3059998
588,5515,1,PC_7,13215,7:50,8:14,GMV_G,7581,9.319,18.6380005
589,5515,2,GMV_H,7581,8:00,8:27,PC_7,13215,9.153,18.3059998
590,5515,1,PC_7,13215,8:10,8:34,GMV_G,7581,9.319,18.6380005
591,5515,2,GMV_H,7581,8:20,8:47,PC_7,13215,9.153,18.3059998
592,5515,1,PC_7,13215,8:30,8:54,GMV_G,7581,9.319,18.6380005
593,5515,1,PC_7,13215,8:30,8:54,GMV_G,7581,9.319,18.6380005
594,5515,2,GMV_H,7581,8:40,9:07,PC_7,13215,9.153,18.3059998
595,5515,1,PC_7,13215,8:50,9:14,GMV_G,7581,9.319,18.6380005
596,5515,2,GMV_H,7581,9:02,9:27,PC_7,13215,9.153,18.3059998
597,5515,2,GMV_H,7581,9:02,9:27,PC_7,13215,9.153,18.3059998
598,5515,1,PC_7,13215,9:10,9:34,GMV_G,7581,9.319,18.6380005
599,5515,2,GMV_H,7581,9:22,9:47,PC_7,13215,9.153,18.3059998
600,5515,1,PC_7,13215,9:30,9:54,GMV_G,7581,9.319,18.6380005
601,5515,2,GMV_H,7581,9:42,10:07,PC_7,13215,9.153,18.3059998
602,5515,1,PC_7,13215,9:50,10:14,GMV_G,7581,9.319,18.6380005
603,5515,2,GMV_H,7581,10:02,10:27,PC_7,13215,9.153,18.3059998
604,5515,1,PC_7,13215,10:10,10:34,GMV_G,7581,9.319,18.6380005
605,5515,2,GMV_H,7581,10:22,10:47,PC_7,13215,9.153,18.3059998
606,5515,1,PC_7,13215,10:30,10:54,GMV_G,7581,9.319,18.6380005
607,5515,2,GMV_H,7581,10:42,11:07,PC_7,13215,9.153,18.3059998
608,5515,1,PC_7,13215,10:50,11:14,GMV_G,7581,9.319,18.6380005
609,5515,2,GMV_H,7581,11:02,11:27,PC_7,13215,9.153,18.3059998
610,5515,1,PC_7,13215,11:10,11:34,GMV_G,7581,9.319,18.6380005
611,5515,1,PC_7,13215,11:10,11:34,GMV_G,7581,9.319,18.6380005
612,5515,2,GMV_H,7581,11:22,11:47,PC_7,13215,9.153,18.3059998
613,5515,1,PC_7,13215,11:30,11:54,GMV_G,7581,9.319,18.6380005
614,5515,2,GMV_H,7581,11:42,12:07,PC_7,13215,9.153,18.3059998
615,5515,2,GMV_H,7581,11:42,12:07,PC_7,13215,9.153,18.3059998
616,5515,1,PC_7,13215,11:50,12:14,GMV_G,7581,9.319,18.6380005
617,5515,2,GMV_H,7581,12:02,12:27,PC_7,13215,9.153,18.3059998
618,5515,1,PC_7,13215,12:10,12:34,GMV_G,7581,9.319,18.6380005
619,5515,1,PC_7,13215,12:10,12:34,GMV_G,7581,9.319,18.6380005
620,5515,2,GMV_H,7581,12:22,12:47,PC_7,13215,9.153,18.3059998
621,5515,1,PC_7,13215,12:30,12:54,GMV_G,7581,9.319,18.6380005
622,5515,2,GMV_H,7581,12:42,13:07,PC_7,13215,9.153,18.3059998
623,5515,2,GMV_H,7581,12:42,13:07,PC_7,13215,9.153,18.3059998
624,5515,1,PC_7,13215,12:50,13:14,GMV_G,7581,9.319,18.6380005
625,5515,2,GMV_H,7581,13:02,13:27,PC_7,13215,9.153,18.3059998
626,5515,1,PC_7,13215,13:10,13:34,GMV_G,7581,9.319,18.6380005
627,5515,2,GMV_H,7581,13:22,13:47,PC_7,13215,9.153,18.3059998
628,5515,1,PC_7,13215,13:30,13:55,GMV_G,7581,9.319,18.6380005
629,5515,2,GMV_H,7581,13:42,14:07,PC_7,13215,9.153,18.3059998
630,5515,1,PC_7,13215,13:50,14:15,GMV_G,7581,9.319,18.6380005
631,5515,2,GMV_H,7581,14:02,14:27,PC_7,13215,9.153,18.3059998
632,5515,1,PC_7,13215,14:10,14:35,GMV_G,7581,9.319,18.6380005
633,5515,2,GMV_H,7581,14:22,14:47,PC_7,13215,9.153,18.3059998
634,5515,1,PC_7,13215,14:30,14:56,GMV_G,7581,9.319,18.6380005
635,5515,2,GMV_H,7581,14:42,15:07,PC_7,13215,9.153,18.3059998
636,5515,1,PC_7,13215,14:50,15:15,GMV_G,7581,9.319,18.6380005
637,5515,2,GMV_H,7581,15:00,15:27,PC_7,13215,9.153,18.3059998
638,5515,1,PC_7,13215,15:10,15:35,GMV_G,7581,9.319,18.6380005
639,5515,2,GMV_H,7581,15:20,15:47,PC_7,13215,9.153,18.3059998
640,5515,1,PC_7,13215,15:30,15:56,GMV_G,7581,9.319,18.6380005
641,5515,2,GMV_H,7581,15:40,16:07,PC_7,13215,9.153,18.3059998
642,5515,1,PC_7,13215,15:50,16:16,GMV_G,7581,9.319,18.6380005
643,5515,2,GMV_H,7581,16:00,16:27,PC_7,13215,9.153,18.3059998
644,5515,1,PC_7,13215,16:10,16:36,GMV_G,7581,9.319,18.6380005
645,5515,2,GMV_H,7581,16:20,16:47,PC_7,13215,9.153,18.3059998
646,5515,1,PC_7,13215,16:30,16:56,GMV_G,7581,9.319,18.6380005
647,5515,2,GMV_H,7581,16:40,17:07,PC_7,13215,9.153,18.3059998
648,5515,1,PC_7,13215,16:50,17:16,GMV_G,7581,9.319,18.6380005
649,5515,2,GMV_H,7581,17:00,17:27,PC_7,13215,9.153,18.3059998
650,5515,1,PC_7,13215,17:10,17:36,GMV_G,7581,9.319,18.6380005
651,5515,2,GMV_H,7581,17:20,17:47,PC_7,13215,9.153,18.3059998
652,5515,1,PC_7,13215,17:30,17:56,GMV_G,7581,9.319,18.6380005
653,5515,2,GMV_H,7581,17:40,18:07,PC_7,13215,9.153,18.3059998
654,5515,1,PC_7,13215,17:50,18:14,GMV_G,7581,9.319,18.6380005
655,5515,2,GMV_H,7581,18:02,18:27,PC_7,13215,9.153,18.3059998
656,5515,1,PC_7,13215,18:10,18:34,GMV_G,7581,9.319,18.6380005
657,5515,2,GMV_H,7581,18:22,18:47,PC_7,13215,9.153,18.3059998
658,5515,1,PC_7,13215,18:30,18:53,GMV_G,7581,9.319,18.6380005
659,5515,1,PC_7,13215,18:30,18:53,GMV_G,7581,9.319,18.6380005
660,5515,2,GMV_H,7581,18:47,19:12,PC_7,13215,9.153,18.3059998
661,5515,1,PC_7,13215,18:50,19:13,GMV_G,7581,9.319,18.6380005
662,5515,1,PC_7,13215,19:15,19:38,GMV_G,7581,9.319,18.6380005
663,5515,2,GMV_H,7581,19:17,19:42,PC_7,13215,9.153,18.3059998
664,5515,1,PC_7,13215,19:45,20:08,GMV_G,7581,9.319,18.6380005
665,5515,2,GMV_H,7581,19:47,20:12,PC_7,13215,9.153,18.3059998
666,5515,1,PC_7,13215,20:15,20:38,GMV_G,7581,9.319,18.6380005
667,5515,2,GMV_H,7581,20:17,20:42,PC_7,13215,9.153,18.3059998
